relative_path,extension,status,extractor,chars,words,notes
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26006.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26009.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26010.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26014.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26016.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26017.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26018.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26019.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26021.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26023.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26027.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26030.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26031.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26032.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26033.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26035.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26039.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26040.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26041.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26043.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26044.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26046.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26047.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26049.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26051.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26052.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26053.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26054.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26057.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26060.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_1._Valyx_FDD_Input_FDD_Customer_Invoices.zip.604330be7e/__MACOSX/FDD_Customer_Invoices/._INV-25-26061.pdf,.pdf,ok,skip,0,0,macOS metadata file; no substantive content
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/AddlCmp.1800,.1800,ok,text/binary-fallback,256,2,no substantive text found by fallback extractor
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/Aggr.1800,.1800,ok,text/binary-fallback,60405,5862,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/CmpSave.1800,.1800,ok,text/binary-fallback,11264,1064,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/Company.1800,.1800,ok,text/binary-fallback,11264,1064,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/ExtDataMgr.1800,.1800,ok,text/binary-fallback,256,2,no substantive text found by fallback extractor
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/ExtMngr.1800,.1800,ok,text/binary-fallback,346624,2571,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/LinkDataMgr.1800,.1800,ok,text/binary-fallback,256,2,no substantive text found by fallback extractor
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/LinkMgr.1800,.1800,ok,text/binary-fallback,102396,14576,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/Manager.1800,.1800,ok,text/binary-fallback,350720,33832,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/SecTran.1800,.1800,ok,text/binary-fallback,49661,554,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/StatStatus.1800,.1800,ok,text/binary-fallback,5632,245,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/TACCESS.TSF,.tsf,ok,text/binary-fallback,512,1,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/TEXCL.TSF,.tsf,ok,text/binary-fallback,0,0,no substantive text found by fallback extractor
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/TSTATE.TSF,.tsf,ok,text/binary-fallback,2816,5,no substantive text found by fallback extractor
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/TUPDATE.TSF,.tsf,ok,text/binary-fallback,15872,2321,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/TranMgr.1800,.1800,ok,text/binary-fallback,596475,72164,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_2._Books_Extracts_Tally.zip.794ad9de45/Tally/100000/VchStatus.1800,.1800,ok,text/binary-fallback,30208,339,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_FD_confirmations_FW__Urgent_-_Request_for_Information_-_Valyx_Wealthtech_Private_Limited.zip.417f4187c1/Account balance confirmation.jpg,.jpg,ok,pillow-metadata,53,9,image content requires visual review/OCR
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_FD_confirmations_FW__Urgent_-_Request_for_Information_-_Valyx_Wealthtech_Private_Limited.zip.417f4187c1/Account balance confirmation2.jpg,.jpg,ok,pillow-metadata,53,9,image content requires visual review/OCR
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_FD_confirmations_FW__Urgent_-_Request_for_Information_-_Valyx_Wealthtech_Private_Limited.zip.417f4187c1/fd balance confirmation.jpg,.jpg,ok,pillow-metadata,53,9,image content requires visual review/OCR
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/01 BOD_08.12.22_Offer letter.pdf,.pdf,ok,pymupdf,5043,729,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/02 Notice of EGM_08.12.22.pdf,.pdf,ok,pymupdf,11386,1666,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/02 PAS 4.pdf,.pdf,ok,pymupdf,14497,2160,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/03 EGM_CTC_MGT14.pdf,.pdf,ok,pymupdf,5457,827,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/BoD_Signed.pdf,.pdf,ok,pymupdf,9304,1524,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/DPIIT - Registration as a Startup - submitted approval.pdf,.pdf,ok,pymupdf,17354,2319,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/DPIIT_Application_Proof.jpeg,.jpeg,ok,pillow-metadata,52,9,image content requires visual review/OCR
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/Executed Version - Valyx - Waveform SSHA (August 28 2023).pdf,.pdf,ok,pymupdf,158920,25653,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/MoA_Signed.pdf,.pdf,ok,pymupdf,13810,2190,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/Revenue Projection.xlsx,.xlsx,ok,openpyxl,56927,11785,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/SH-7-Filed.jpeg,.jpeg,ok,pillow-metadata,52,9,image content requires visual review/OCR
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/Valuation Report Draft.pdf,.pdf,ok,pymupdf,19373,3055,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/Valuation_Report_Signed_VR2_230901_184843.pdf,.pdf,ok,pymupdf,19367,3160,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/Valyx - CP Confirmation Certificate Signed.pdf,.pdf,ok,pymupdf,2713,384,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/Valyx - Founder Employment Agreement - Anirudh.pdf,.pdf,ok,pymupdf,43940,7122,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/CP Proofs/Valyx - Founder Employment Agreement - Avishek.pdf,.pdf,ok,pymupdf,49599,7108,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/Conditions Subsequent Proofs/PAS 3 Signed.pdf,.pdf,ok,pymupdf,21016,3164,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/Conditions Subsequent Proofs/PreferenceShare 01 Unsigned.pdf,.pdf,ok,pymupdf,1684,248,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/Conditions Subsequent Proofs/Stamp_Paper_WaveForm_Investment.pdf,.pdf,ok,pymupdf,14152,2000,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/Conditions Subsequent Proofs/WaveForm_CommonShareCertificate_Signed.pdf,.pdf,ok,pymupdf,1412,228,
/Users/basethesis/Desktop/benchmark_hermes-fabric/DD/Vlayx_DD_work/zip_expanded/Client_Inputs_PreSeedDiligenceProofs_CP_CS_Proofs.zip.15c6c07b0c/Conditions Subsequent Proofs/WaveForm_Preference_Share_Signed.pdf,.pdf,ok,pymupdf,1639,259,
